onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	46	3	1	WM	1	0	face	real	17	1	0	1	15	9	6	0.6	0.849	0.6	1
66	48	3	2	WM	1	0	lexdec	real	18	0	0	0	16	16	0	1	1.027	0.806	1
114	40	3	3	WM	1	0	lexdec	real	14	0	0	0	12	12	0	1	1.086	0.86	1
154	38	3	4	WM	1	0	face	real	13	1	0	0	11	6	5	0.545	0.965	0.796	1
192	26	3	5	WM	1	0	scene	catch	7	1	0	0	5	5	0	1	0.978	0.814	1
218	34	3	6	WM	1	0	face	real	11	0	1	1	9	4	5	0.444	0.649	0.765	0.75
252	54	3	7	WM	1	0	face	real	21	1	0	0	19	17	2	0.895	1.259	0.793	0.8
306	52	3	8	WM	1	0	lexdec	real	20	0	0	0	18	15	3	0.833	1.095	0.8	0.8
358	42	3	9	WM	1	0	scene	real	15	0	1	0	13	11	2	0.846	1.331	0.805	0.667
400	32	3	10	WM	1	0	lexdec	real	10	0	0	0	8	8	0	1	1.188	0.817	0.667
432	50	3	11	WM	1	0	scene	real	19	0	1	0	17	16	1	0.941	1.153	0.832	0.571
482	16	3	12	WM	1	0	lexdec	catch	2	0	0	0	0	0	0	NaN	0.013	0.832	0.571
498	36	3	13	WM	1	0	scene	real	12	1	0	0	10	8	2	0.8	1.03	0.83	0.625
534	44	3	14	WM	1	0	scene	real	16	1	0	0	14	10	4	0.714	1.049	0.82	0.667
578	24	3	15	WM	1	0	face	catch	6	0	1	0	4	3	1	0.75	1.051	0.819	0.6
