onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	36	1	1	WM	1	0	lexdec	real	12	0	0	0	10	7	3	0.7	1.161	0.7	0
56	40	1	2	WM	1	0	face	real	14	1	0	0	12	12	0	1	0.95	0.864	1
96	50	1	3	WM	1	0	lexdec	real	19	0	0	0	17	12	5	0.706	1.144	0.795	1
146	48	1	4	WM	1	0	face	real	18	1	0	0	16	9	7	0.562	1.131	0.727	1
194	46	1	5	WM	1	0	scene	real	17	0	1	0	15	10	5	0.667	1.282	0.714	0.667
240	32	1	6	WM	1	0	face	real	10	0	1	0	8	4	4	0.5	0.86	0.692	0.5
272	54	1	7	WM	1	0	scene	real	21	1	0	0	19	15	4	0.789	1.105	0.711	0.6
326	44	1	8	WM	1	0	lexdec	real	16	0	0	0	14	9	5	0.643	1.025	0.703	0.6
370	22	1	9	WM	1	0	scene	catch	5	1	0	0	3	3	0	1	0.587	0.711	0.667
392	42	1	10	WM	1	0	lexdec	real	15	0	0	0	13	10	3	0.769	1.203	0.717	0.667
434	38	1	11	WM	1	0	scene	real	13	0	1	0	11	8	3	0.727	1.033	0.717	0.571
472	14	1	12	WM	1	0	face	catch	1	0	1	0	0	0	0	NaN	0	0.717	0.5
486	52	1	13	WM	1	0	face	real	20	0	1	0	18	11	7	0.611	1.2	0.705	0.444
538	30	1	14	WM	1	0	lexdec	catch	9	0	0	0	7	5	2	0.714	1.055	0.706	0.444
568	34	1	15	WM	1	0	scene	real	11	0	1	0	9	8	1	0.889	1.098	0.715	0.4
