onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	18	6	1	EM	2	0	lexdec	catch	3	0	0	0	0	0	0	NaN	0.317	0	0
38	44	6	2	EM	2	0	face	real	16	1	0	0	13	12	1	0.923	1.193	0.923	1
82	52	6	3	EM	2	0	lexdec	real	20	0	0	0	17	10	7	0.588	1.119	0.733	1
134	46	6	4	EM	2	0	scene	real	17	0	1	0	14	8	6	0.571	0.929	0.682	0.5
180	48	6	5	EM	2	0	lexdec	real	18	0	0	0	15	12	3	0.8	1.096	0.712	0.5
228	32	6	6	EM	2	0	lexdec	real	10	0	0	0	7	2	5	0.286	0.75	0.667	0.5
260	28	6	7	EM	2	0	face	catch	8	0	1	0	5	4	1	0.8	1.119	0.676	0.333
288	38	6	8	EM	2	0	scene	real	13	1	0	0	10	2	8	0.2	0.566	0.617	0.5
326	42	6	9	EM	2	0	face	real	15	1	0	0	12	9	3	0.75	0.929	0.634	0.6
368	54	6	10	EM	2	0	scene	real	21	1	0	0	18	14	4	0.778	0.956	0.658	0.667
422	50	6	11	EM	2	0	face	real	19	1	0	0	16	12	4	0.75	0.984	0.669	0.714
472	36	6	12	EM	2	0	face	real	12	1	0	0	9	5	4	0.556	0.857	0.662	0.75
508	34	6	13	EM	2	0	scene	real	11	0	1	0	8	8	0	1	1.017	0.681	0.667
542	20	6	14	EM	2	0	scene	catch	4	0	1	0	1	1	0	1	0.532	0.683	0.6
562	40	6	15	EM	2	0	lexdec	real	14	0	0	0	11	8	3	0.727	0.914	0.686	0.6
