onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	14	4	1	EM	2	0	scene	catch	1	0	1	0	0	0	0	NaN	0	0	0
34	32	4	2	EM	2	0	face	real	10	1	0	0	7	4	3	0.571	0.978	0.571	0.5
66	38	4	3	EM	2	0	lexdec	real	13	0	0	0	10	5	5	0.5	1.004	0.529	0.5
104	44	4	4	EM	2	0	scene	real	16	1	0	0	13	7	6	0.538	0.679	0.533	0.667
148	34	4	5	EM	2	0	lexdec	real	11	0	0	0	8	5	3	0.625	0.972	0.553	0.667
182	48	4	6	EM	2	0	face	real	18	1	0	0	15	10	5	0.667	1.129	0.585	0.75
230	30	4	7	EM	2	0	face	catch	9	1	0	0	6	4	2	0.667	0.551	0.593	0.8
260	40	4	8	EM	2	0	face	real	14	0	1	0	11	6	5	0.545	1.086	0.586	0.667
300	36	4	9	EM	2	0	scene	real	12	0	1	0	9	7	2	0.778	0.949	0.608	0.571
336	22	4	10	EM	2	0	lexdec	catch	5	0	0	0	2	1	1	0.5	0.825	0.605	0.571
358	42	4	11	EM	2	0	scene	real	15	1	0	0	12	8	4	0.667	1.079	0.613	0.625
400	50	4	12	EM	2	0	scene	real	19	1	0	0	16	10	6	0.625	0.959	0.615	0.667
450	54	4	13	EM	2	0	lexdec	real	21	0	0	0	18	11	7	0.611	1.093	0.614	0.667
504	52	4	14	EM	2	0	face	real	20	0	1	0	17	9	8	0.529	0.775	0.604	0.6
556	46	4	15	EM	2	0	lexdec	real	17	0	0	0	14	8	6	0.571	0.748	0.601	0.6
