filename	acq_time	block	cond
func/sub-19_task-em_run-01_bold.nii.gz	10:53:57.552500	1	EM
func/sub-19_task-wm_run-01_bold.nii.gz	11:04:30.710000	2	WM
func/sub-19_task-em_run-02_bold.nii.gz	11:15:10.792500	3	EM
func/sub-19_task-wm_run-02_bold.nii.gz	11:25:56.547500	4	WM
func/sub-19_task-em_run-03_bold.nii.gz	11:36:42.905000	5	EM
func/sub-19_task-wm_run-03_bold.nii.gz	11:47:21.967500	6	WM
anat/sub-19_T1w.nii.gz	10:37:2.130000	N/A	N/A
