filename	acq_time	block	cond
func/sub-02_task-em_run-01_bold.nii.gz	16:21:58.670000	1	EM
func/sub-02_task-wm_run-01_bold.nii.gz	16:32:46.855000	2	WM
func/sub-02_task-em_run-02_bold.nii.gz	16:44:1.090000	3	EM
func/sub-02_task-wm_run-02_bold.nii.gz	16:54:45.277500	4	WM
func/sub-02_task-em_run-03_bold.nii.gz	17:06:6.317500	5	EM
func/sub-02_task-wm_run-03_bold.nii.gz	17:16:57.252500	6	WM
anat/sub-02_T1w.nii.gz	15:56:22.172500	N/A	N/A
