onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	36	3	1	WM	1	0	lexdec	real	12	0	0	0	10	8	2	0.8	0.844	0.8	0
56	54	3	2	WM	1	0	scene	real	21	1	0	0	19	14	5	0.737	1.263	0.759	1
110	32	3	3	WM	1	0	face	real	10	1	0	0	8	7	1	0.875	1.123	0.784	1
142	44	3	4	WM	1	0	lexdec	real	16	0	0	0	14	13	1	0.929	1.082	0.824	1
186	48	3	5	WM	1	0	face	real	18	1	0	0	16	13	3	0.812	1.237	0.821	1
234	52	3	6	WM	1	0	face	real	20	0	1	0	18	15	3	0.833	1.182	0.824	0.75
286	30	3	7	WM	1	0	scene	catch	9	1	0	0	7	4	3	0.571	1.007	0.804	0.8
316	22	3	8	WM	1	0	face	catch	5	0	1	0	3	3	0	1	1.016	0.811	0.667
338	38	3	9	WM	1	0	scene	real	13	1	0	0	11	10	1	0.909	1.198	0.821	0.714
376	14	3	10	WM	1	0	lexdec	catch	1	0	0	0	0	0	0	NaN	0	0.821	0.714
390	34	3	11	WM	1	0	scene	real	11	1	0	0	9	8	1	0.889	1.201	0.826	0.75
424	42	3	12	WM	1	0	lexdec	real	15	0	0	0	13	12	1	0.923	0.888	0.836	0.75
466	40	3	13	WM	1	0	face	real	14	1	0	1	12	5	7	0.417	1.065	0.8	0.778
506	50	3	14	WM	1	0	lexdec	real	19	0	0	0	17	15	2	0.882	1.1	0.809	0.778
556	46	3	15	WM	1	0	scene	real	17	1	0	0	15	13	2	0.867	1.184	0.814	0.8
