onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	52	2	1	EM	2	0	lexdec	real	20	0	0	0	17	10	7	0.588	1.083	0.588	0
72	20	2	2	EM	2	0	face	catch	4	0	1	0	1	1	0	1	0.516	0.611	0
92	40	2	3	EM	2	0	lexdec	real	14	0	0	0	11	8	3	0.727	1.141	0.655	0
132	34	2	4	EM	2	0	scene	real	11	1	0	0	8	4	4	0.5	0.984	0.622	0.5
166	50	2	5	EM	2	0	face	real	19	0	1	0	16	9	7	0.562	1.199	0.604	0.333
216	44	2	6	EM	2	0	face	real	16	1	0	0	13	10	3	0.769	0.979	0.636	0.5
260	46	2	7	EM	2	0	scene	real	17	0	1	0	14	8	6	0.571	1.131	0.625	0.4
306	28	2	8	EM	2	0	lexdec	catch	8	0	0	0	5	5	0	1	0.82	0.647	0.4
334	42	2	9	EM	2	0	face	real	15	1	0	0	12	6	6	0.5	1.036	0.629	0.5
376	18	2	10	EM	2	0	scene	catch	3	1	0	0	0	0	0	NaN	0	0.629	0.571
394	38	2	11	EM	2	0	scene	real	13	1	0	0	10	7	3	0.7	1.023	0.636	0.625
432	36	2	12	EM	2	0	face	real	12	0	1	0	9	7	2	0.778	1.011	0.647	0.556
468	54	2	13	EM	2	0	scene	real	21	1	0	0	18	12	6	0.667	1.032	0.649	0.6
522	48	2	14	EM	2	0	lexdec	real	18	0	0	0	15	8	7	0.533	1.118	0.638	0.6
570	32	2	15	EM	2	0	lexdec	real	10	0	0	0	7	5	2	0.714	0.955	0.641	0.6
