filename	acq_time	block	cond
func/sub-06_task-wm_run-01_bold.nii.gz	14:55:24.282500	1	WM
func/sub-06_task-em_run-01_bold.nii.gz	15:05:57.315000	2	EM
func/sub-06_task-wm_run-02_bold.nii.gz	15:16:31.717500	3	WM
func/sub-06_task-em_run-02_bold.nii.gz	15:27:9.882500	4	EM
func/sub-06_task-wm_run-03_bold.nii.gz	15:37:47.962500	5	WM
func/sub-06_task-em_run-03_bold.nii.gz	15:48:18.717500	6	EM
anat/sub-06_T1w.nii.gz	14:38:45.127500	N/A	N/A
