onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	48	3	1	EM	2	0	lexdec	real	18	0	0	0	15	13	2	0.867	1.002	0.867	0
68	32	3	2	EM	2	0	lexdec	real	10	0	0	0	7	5	2	0.714	0.662	0.818	0
100	40	3	3	EM	2	0	lexdec	real	14	0	0	0	11	7	4	0.636	0.879	0.758	0
140	44	3	4	EM	2	0	face	real	16	0	1	0	13	11	2	0.846	1.114	0.783	0
184	50	3	5	EM	2	0	face	real	19	1	0	0	16	15	1	0.938	1.218	0.823	0.5
234	20	3	6	EM	2	0	scene	catch	4	1	0	0	1	1	0	1	0.417	0.825	0.667
254	46	3	7	EM	2	0	scene	real	17	1	0	0	14	9	5	0.643	0.804	0.792	0.75
300	36	3	8	EM	2	0	face	real	12	1	0	0	9	7	2	0.778	0.769	0.791	0.8
336	38	3	9	EM	2	0	scene	real	13	1	0	0	10	9	1	0.9	1.103	0.802	0.833
374	52	3	10	EM	2	0	lexdec	real	20	0	0	0	17	11	6	0.647	0.895	0.779	0.833
426	34	3	11	EM	2	0	scene	real	11	1	0	0	8	7	1	0.875	0.902	0.785	0.857
460	28	3	12	EM	2	0	face	catch	8	1	0	0	5	4	1	0.8	0.984	0.786	0.875
488	42	3	13	EM	2	0	face	real	15	1	0	0	12	9	3	0.75	1.173	0.783	0.889
530	18	3	14	EM	2	0	lexdec	catch	3	0	0	0	0	0	0	NaN	0.479	0.783	0.889
548	54	3	15	EM	2	0	scene	real	21	1	0	0	18	9	9	0.5	0.954	0.75	0.9
