onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	26	5	1	EM	2	0	face	catch	7	1	0	0	4	4	0	1	0.773	1	1
46	42	5	2	EM	2	0	lexdec	real	15	0	0	0	12	12	0	1	0.869	1	1
88	32	5	3	EM	2	0	scene	real	10	1	0	0	7	6	1	0.857	0.947	0.957	1
120	52	5	4	EM	2	0	scene	real	20	1	0	0	17	13	4	0.765	0.982	0.875	1
172	40	5	5	EM	2	0	scene	real	14	0	1	0	11	10	1	0.909	1.02	0.882	0.75
212	44	5	6	EM	2	0	lexdec	real	16	0	0	0	13	5	8	0.385	1.123	0.781	0.75
256	54	5	7	EM	2	0	face	real	21	1	0	0	18	8	10	0.444	1.149	0.707	0.8
310	24	5	8	EM	2	0	scene	catch	6	1	0	0	3	3	0	1	0.71	0.718	0.833
334	46	5	9	EM	2	0	face	real	17	1	0	0	14	8	6	0.571	1.008	0.697	0.857
380	48	5	10	EM	2	0	scene	real	18	1	0	0	15	7	8	0.467	0.929	0.667	0.875
428	36	5	11	EM	2	0	lexdec	real	12	0	0	0	9	8	1	0.889	0.97	0.683	0.875
464	34	5	12	EM	2	0	face	real	11	1	0	0	8	5	3	0.625	0.821	0.679	0.889
498	38	5	13	EM	2	0	face	real	13	1	0	0	10	5	5	0.5	0.868	0.667	0.9
536	50	5	14	EM	2	0	lexdec	real	19	0	0	0	16	11	5	0.688	0.995	0.669	0.9
586	16	5	15	EM	2	0	lexdec	catch	2	0	0	0	0	0	0	NaN	0	0.669	0.9
