onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	30	2	1	WM	1	0	face	catch	9	0	1	0	7	3	4	0.429	0.877	0.429	0
50	14	2	2	WM	1	0	scene	catch	1	0	1	0	0	0	0	NaN	0	0.429	0
64	50	2	3	WM	1	0	lexdec	real	19	0	0	0	17	4	13	0.235	0.923	0.292	0
114	34	2	4	WM	1	0	scene	real	11	1	0	0	9	3	6	0.333	1.066	0.303	0.333
148	32	2	5	WM	1	0	face	real	10	0	1	0	8	3	5	0.375	0.796	0.317	0.25
180	46	2	6	WM	1	0	scene	real	17	1	0	0	15	7	8	0.467	0.954	0.357	0.4
226	52	2	7	WM	1	0	face	real	20	0	1	0	18	7	11	0.389	0.83	0.365	0.333
278	36	2	8	WM	1	0	lexdec	real	12	0	0	0	10	2	8	0.2	1.011	0.345	0.333
314	54	2	9	WM	1	0	scene	real	21	0	1	0	19	10	9	0.526	0.546	0.379	0.286
368	42	2	10	WM	1	0	lexdec	real	15	0	0	0	13	8	5	0.615	0.66	0.405	0.286
410	48	2	11	WM	1	0	face	real	18	0	1	0	16	9	7	0.562	0.633	0.424	0.25
458	40	2	12	WM	1	0	face	real	14	0	1	0	12	8	4	0.667	0.526	0.444	0.222
498	22	2	13	WM	1	0	lexdec	catch	5	0	0	0	3	2	1	0.667	0.582	0.449	0.222
520	38	2	14	WM	1	0	scene	real	13	0	1	0	11	6	5	0.545	0.547	0.456	0.2
558	44	2	15	WM	1	0	lexdec	real	16	0	0	0	14	4	10	0.286	1.014	0.442	0.2
