filename	acq_time	block	cond
func/sub-16_task-wm_run-01_bold.nii.gz	09:09:44.475000	1	WM
func/sub-16_task-em_run-01_bold.nii.gz	09:20:55.120000	2	EM
func/sub-16_task-wm_run-02_bold.nii.gz	09:31:26.415000	3	WM
func/sub-16_task-em_run-02_bold.nii.gz	09:41:59.222500	4	EM
func/sub-16_task-wm_run-03_bold.nii.gz	09:52:51.945000	5	WM
func/sub-16_task-em_run-03_bold.nii.gz	10:03:19.867500	6	EM
anat/sub-16_T1w.nii.gz	08:51:52.157500	N/A	N/A
