onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	54	6	1	EM	2	0	lexdec	real	21	0	0	0	18	16	2	0.889	0.921	0.889	0
74	38	6	2	EM	2	0	lexdec	real	13	0	0	0	10	8	2	0.8	0.778	0.857	0
112	46	6	3	EM	2	0	lexdec	real	17	0	0	0	14	11	3	0.786	0.998	0.833	0
158	50	6	4	EM	2	0	scene	real	19	0	1	0	16	13	3	0.812	1.123	0.828	0
208	48	6	5	EM	2	0	face	real	18	0	1	0	15	15	0	1	0.938	0.863	0
256	44	6	6	EM	2	0	scene	real	16	1	0	0	13	8	5	0.615	0.818	0.826	0.333
300	30	6	7	EM	2	0	scene	catch	9	1	0	0	6	6	0	1	0.826	0.837	0.5
330	52	6	8	EM	2	0	face	real	20	1	0	0	17	13	4	0.765	1.077	0.826	0.6
382	36	6	9	EM	2	0	scene	real	12	1	0	0	9	8	1	0.889	0.994	0.831	0.667
418	14	6	10	EM	2	0	face	catch	1	1	0	0	0	0	0	NaN	0	0.831	0.714
432	22	6	11	EM	2	0	lexdec	catch	5	0	0	0	2	2	0	1	0.633	0.833	0.714
454	34	6	12	EM	2	0	lexdec	real	11	0	0	0	8	8	0	1	0.873	0.844	0.714
488	32	6	13	EM	2	0	face	real	10	1	0	0	7	5	2	0.714	0.953	0.837	0.75
520	40	6	14	EM	2	0	face	real	14	1	0	0	11	8	3	0.727	0.876	0.829	0.778
560	42	6	15	EM	2	0	scene	real	15	0	1	0	12	11	1	0.917	0.976	0.835	0.7
