onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	26	2	1	EM	2	0	face	catch	7	0	1	0	4	2	2	0.5	0.684	0.5	0
46	54	2	2	EM	2	0	face	real	21	1	0	0	18	12	6	0.667	0.892	0.636	0.5
100	32	2	3	EM	2	0	scene	real	10	1	0	0	7	3	4	0.429	0.921	0.586	0.667
132	48	2	4	EM	2	0	scene	real	18	1	0	0	15	15	0	1	1.073	0.727	0.75
180	46	2	5	EM	2	0	face	real	17	1	0	0	14	13	1	0.929	1.134	0.776	0.8
226	50	2	6	EM	2	0	lexdec	real	19	0	0	0	16	15	1	0.938	1.013	0.811	0.8
276	36	2	7	EM	2	0	lexdec	real	12	0	0	0	9	8	1	0.889	0.998	0.819	0.8
312	16	2	8	EM	2	0	lexdec	catch	2	0	0	0	0	0	0	NaN	0	0.819	0.8
328	42	2	9	EM	2	0	lexdec	real	15	0	0	0	12	11	1	0.917	1.001	0.832	0.8
370	34	2	10	EM	2	0	face	real	11	1	0	0	8	4	4	0.5	0.746	0.806	0.833
404	52	2	11	EM	2	0	scene	real	20	1	0	0	17	10	7	0.588	1.087	0.775	0.857
456	40	2	12	EM	2	0	scene	real	14	0	1	0	11	10	1	0.909	0.941	0.786	0.75
496	44	2	13	EM	2	0	lexdec	real	16	0	0	0	13	11	2	0.846	1.065	0.792	0.75
540	24	2	14	EM	2	0	scene	catch	6	0	1	0	3	1	2	0.333	0.813	0.782	0.667
564	38	2	15	EM	2	0	face	real	13	0	1	0	10	5	5	0.5	0.986	0.764	0.6
