onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	38	5	1	WM	1	0	face	real	13	1	0	0	11	10	1	0.909	0.772	0.909	1
58	50	5	2	WM	1	0	scene	real	19	1	0	0	17	14	3	0.824	0.887	0.857	1
108	54	5	3	WM	1	0	face	real	21	0	1	0	19	17	2	0.895	0.939	0.872	0.667
162	36	5	4	WM	1	0	scene	real	12	1	0	0	10	10	0	1	0.945	0.895	0.75
198	46	5	5	WM	1	0	face	real	17	1	0	0	15	14	1	0.933	0.873	0.903	0.8
244	16	5	6	WM	1	0	face	catch	2	1	0	0	0	0	0	NaN	0.44	0.903	0.833
260	42	5	7	WM	1	0	scene	real	15	1	0	0	13	11	2	0.846	0.827	0.894	0.857
302	40	5	8	WM	1	0	lexdec	real	14	0	0	0	12	12	0	1	0.898	0.907	0.857
342	44	5	9	WM	1	0	scene	real	16	1	0	0	14	14	0	1	0.807	0.919	0.875
386	34	5	10	WM	1	0	face	real	11	1	0	0	9	7	2	0.778	0.784	0.908	0.889
420	26	5	11	WM	1	0	scene	catch	7	1	0	0	5	5	0	1	0.897	0.912	0.9
446	48	5	12	WM	1	0	lexdec	real	18	0	0	0	16	12	4	0.75	0.781	0.894	0.9
494	32	5	13	WM	1	0	lexdec	real	10	0	0	0	8	8	0	1	0.799	0.899	0.9
526	24	5	14	WM	1	0	lexdec	catch	6	0	0	0	4	4	0	1	0.688	0.902	0.9
550	52	5	15	WM	1	0	lexdec	real	20	0	0	0	18	16	2	0.889	0.998	0.901	0.9
