filename	acq_time	block	cond
func/sub-11_task-em_run-01_bold.nii.gz	11:12:7.660000	1	EM
func/sub-11_task-wm_run-01_bold.nii.gz	11:22:34.050000	2	WM
func/sub-11_task-em_run-02_bold.nii.gz	11:33:6.270000	3	EM
func/sub-11_task-wm_run-02_bold.nii.gz	11:43:36.827500	4	WM
func/sub-11_task-em_run-03_bold.nii.gz	11:54:9.632500	5	EM
func/sub-11_task-wm_run-03_bold.nii.gz	12:04:36.875000	6	WM
anat/sub-11_T1w.nii.gz	10:57:31.155000	N/A	N/A
