filename	acq_time	block	cond
func/sub-08_task-wm_run-01_bold.nii.gz	11:19:49.170000	1	WM
func/sub-08_task-em_run-01_bold.nii.gz	11:30:16.157500	2	EM
func/sub-08_task-wm_run-02_bold.nii.gz	11:40:44.095000	3	WM
func/sub-08_task-em_run-02_bold.nii.gz	11:51:14.810000	4	EM
func/sub-08_task-wm_run-03_bold.nii.gz	12:01:42.885000	5	WM
func/sub-08_task-em_run-03_bold.nii.gz	12:12:11.152500	6	EM
anat/sub-08_T1w.nii.gz	11:04:55.262500	N/A	N/A
