onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	34	5	1	EM	2	0	scene	real	11	1	0	0	8	3	5	0.375	0.881	0.375	1
54	46	5	2	EM	2	0	scene	real	17	1	0	0	14	11	3	0.786	0.876	0.636	1
100	44	5	3	EM	2	0	lexdec	real	16	0	0	0	13	10	3	0.769	0.931	0.686	1
144	48	5	4	EM	2	0	face	real	18	1	0	0	15	6	9	0.4	0.951	0.6	1
192	54	5	5	EM	2	0	scene	real	21	1	0	0	18	12	6	0.667	1.037	0.618	1
246	38	5	6	EM	2	0	scene	real	13	0	1	0	10	7	3	0.7	0.88	0.628	0.8
284	50	5	7	EM	2	0	lexdec	real	19	0	0	0	16	13	3	0.812	1.004	0.66	0.8
334	40	5	8	EM	2	0	face	real	14	1	0	0	11	8	3	0.727	0.954	0.667	0.833
374	32	5	9	EM	2	0	face	real	10	0	1	0	7	6	1	0.857	0.948	0.679	0.714
406	30	5	10	EM	2	0	lexdec	catch	9	0	0	0	6	4	2	0.667	0.757	0.678	0.714
436	22	5	11	EM	2	0	face	catch	5	1	0	0	2	2	0	1	0.672	0.683	0.75
458	36	5	12	EM	2	0	lexdec	real	12	0	0	0	9	7	2	0.778	0.902	0.69	0.75
494	14	5	13	EM	2	0	scene	catch	1	1	0	0	0	0	0	NaN	0	0.69	0.778
508	52	5	14	EM	2	0	face	real	20	1	0	0	17	14	3	0.824	0.853	0.705	0.8
560	42	5	15	EM	2	0	lexdec	real	15	0	0	0	12	11	1	0.917	0.906	0.722	0.8
