onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	34	2	1	WM	1	0	lexdec	real	11	0	0	0	9	7	2	0.778	0.838	0.778	0
54	42	2	2	WM	1	0	scene	real	15	1	0	0	13	11	2	0.846	1.065	0.818	1
96	32	2	3	WM	1	0	face	real	10	1	0	0	8	8	0	1	0.875	0.867	1
128	50	2	4	WM	1	0	scene	real	19	1	0	0	17	17	0	1	0.963	0.915	1
178	14	2	5	WM	1	0	face	catch	1	1	0	0	0	0	0	NaN	0	0.915	1
192	44	2	6	WM	1	0	scene	real	16	1	0	0	14	11	3	0.786	0.853	0.885	1
236	48	2	7	WM	1	0	face	real	18	1	0	0	16	16	0	1	0.942	0.909	1
284	46	2	8	WM	1	0	lexdec	real	17	0	0	0	15	13	2	0.867	0.8	0.902	1
330	38	2	9	WM	1	0	lexdec	real	13	0	0	0	11	9	2	0.818	0.77	0.893	1
368	54	2	10	WM	1	0	lexdec	real	21	0	0	0	19	18	1	0.947	0.935	0.902	1
422	52	2	11	WM	1	0	face	real	20	0	1	0	18	12	6	0.667	1.097	0.871	0.857
474	30	2	12	WM	1	0	scene	catch	9	1	0	0	7	5	2	0.714	0.839	0.864	0.875
504	40	2	13	WM	1	0	face	real	14	1	0	0	12	11	1	0.917	0.912	0.868	0.889
544	22	2	14	WM	1	0	lexdec	catch	5	0	0	0	3	3	0	1	0.716	0.87	0.889
566	36	2	15	WM	1	0	scene	real	12	1	0	0	10	8	2	0.8	0.803	0.866	0.9
