onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	40	3	1	EM	2	0	lexdec	real	14	0	0	0	11	10	1	0.909	0.886	0.909	0
60	26	3	2	EM	2	0	lexdec	catch	7	0	0	0	4	3	1	0.75	0.661	0.867	0
86	52	3	3	EM	2	0	lexdec	real	20	0	0	0	17	12	5	0.706	1.02	0.781	0
138	44	3	4	EM	2	0	scene	real	16	1	0	0	13	6	7	0.462	0.985	0.689	1
182	48	3	5	EM	2	0	lexdec	real	18	0	0	0	15	9	6	0.6	1.061	0.667	1
230	46	3	6	EM	2	0	face	real	17	1	0	0	14	9	5	0.643	0.854	0.662	1
276	36	3	7	EM	2	0	scene	real	12	1	0	0	9	3	6	0.333	0.982	0.627	1
312	32	3	8	EM	2	0	lexdec	real	10	0	0	0	7	5	2	0.714	1.123	0.633	1
344	42	3	9	EM	2	0	scene	real	15	1	0	0	12	6	6	0.5	0.968	0.618	1
386	38	3	10	EM	2	0	face	real	13	0	1	0	10	8	2	0.8	0.876	0.634	0.8
424	50	3	11	EM	2	0	scene	real	19	1	0	0	16	12	4	0.75	0.957	0.648	0.833
474	16	3	12	EM	2	0	scene	catch	2	1	0	0	0	0	0	NaN	0	0.648	0.857
490	34	3	13	EM	2	0	face	real	11	1	0	2	8	3	5	0.375	0.435	0.632	0.875
524	24	3	14	EM	2	0	face	catch	6	1	0	0	3	3	0	1	0.519	0.64	0.889
548	54	3	15	EM	2	0	face	real	21	0	1	0	18	14	4	0.778	1.033	0.656	0.8
