onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	32	6	1	WM	1	0	lexdec	real	10	0	0	0	8	7	1	0.875	0.658	0.875	0
52	18	6	2	WM	1	0	lexdec	catch	3	0	0	0	1	1	0	1	0.594	0.889	0
70	20	6	3	WM	1	0	scene	catch	4	1	0	0	2	0	2	0	0.546	0.727	1
90	46	6	4	WM	1	0	scene	real	17	1	0	0	15	12	3	0.8	0.917	0.769	1
136	42	6	5	WM	1	0	face	real	15	1	0	0	13	12	1	0.923	0.905	0.821	1
178	54	6	6	WM	1	0	scene	real	21	1	0	0	19	18	1	0.947	0.856	0.862	1
232	48	6	7	WM	1	0	lexdec	real	18	0	0	0	16	13	3	0.812	0.915	0.851	1
280	40	6	8	WM	1	0	lexdec	real	14	0	0	0	12	11	1	0.917	0.779	0.86	1
320	44	6	9	WM	1	0	face	real	16	0	1	0	14	10	4	0.714	1.017	0.84	0.8
364	38	6	10	WM	1	0	scene	real	13	1	0	0	11	9	2	0.818	0.77	0.838	0.833
402	28	6	11	WM	1	0	face	catch	8	1	0	0	6	6	0	1	0.753	0.846	0.857
430	50	6	12	WM	1	0	face	real	19	1	0	0	17	15	2	0.882	0.741	0.851	0.875
480	52	6	13	WM	1	0	lexdec	real	20	0	0	0	18	15	3	0.833	0.852	0.849	0.875
532	34	6	14	WM	1	0	scene	real	11	1	0	0	9	7	2	0.778	0.769	0.845	0.889
566	36	6	15	WM	1	0	face	real	12	1	0	0	10	10	0	1	0.964	0.854	0.9
