onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	38	2	1	EM	2	0	lexdec	real	13	0	0	0	10	9	1	0.9	0.881	0.9	0
58	32	2	2	EM	2	0	face	real	10	1	0	0	7	6	1	0.857	0.846	0.882	1
90	42	2	3	EM	2	0	scene	real	15	1	0	0	12	6	6	0.5	1.027	0.724	1
132	36	2	4	EM	2	0	scene	real	12	1	0	0	9	8	1	0.889	1.014	0.763	1
168	40	2	5	EM	2	0	face	real	14	1	0	1	11	7	4	0.636	0.942	0.735	1
208	52	2	6	EM	2	0	face	real	20	1	0	0	17	12	5	0.706	0.902	0.727	1
260	14	2	7	EM	2	0	lexdec	catch	1	0	0	0	0	0	0	NaN	0	0.727	1
274	48	2	8	EM	2	0	face	real	18	1	0	0	15	8	7	0.533	0.945	0.691	1
322	54	2	9	EM	2	0	lexdec	real	21	0	0	0	18	12	6	0.667	1.005	0.687	1
376	50	2	10	EM	2	0	scene	real	19	1	0	0	16	9	7	0.562	1.065	0.67	1
426	22	2	11	EM	2	0	face	catch	5	1	0	0	2	1	1	0.5	0.756	0.667	1
448	46	2	12	EM	2	0	lexdec	real	17	0	0	0	14	14	0	1	0.951	0.702	1
494	34	2	13	EM	2	0	lexdec	real	11	0	0	0	8	5	3	0.625	0.681	0.698	1
528	30	2	14	EM	2	0	scene	catch	9	1	0	0	6	4	2	0.667	0.772	0.697	1
558	44	2	15	EM	2	0	scene	real	16	1	0	0	13	10	3	0.769	1.021	0.703	1
