onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	14	3	1	WM	1	0	scene	catch	1	1	0	0	0	0	0	NaN	0	0	1
34	44	3	2	WM	1	0	lexdec	real	16	0	0	0	14	8	6	0.571	0.974	0.571	1
78	50	3	3	WM	1	0	lexdec	real	19	0	0	0	17	13	4	0.765	1.075	0.677	1
128	46	3	4	WM	1	0	scene	real	17	1	0	0	15	11	4	0.733	0.905	0.696	1
174	38	3	5	WM	1	0	scene	real	13	1	0	0	11	8	3	0.727	0.952	0.702	1
212	34	3	6	WM	1	0	scene	real	11	1	0	0	9	7	2	0.778	1.101	0.712	1
246	32	3	7	WM	1	0	face	real	10	1	0	0	8	5	3	0.625	0.978	0.703	1
278	36	3	8	WM	1	0	lexdec	real	12	0	0	0	10	9	1	0.9	1.051	0.726	1
314	42	3	9	WM	1	0	lexdec	real	15	0	0	0	13	7	6	0.538	0.88	0.701	1
356	54	3	10	WM	1	0	scene	real	21	1	0	0	19	17	2	0.895	0.945	0.733	1
410	52	3	11	WM	1	0	face	real	20	1	0	0	18	14	4	0.778	1.125	0.739	1
462	22	3	12	WM	1	0	lexdec	catch	5	0	0	0	3	3	0	1	0.96	0.745	1
484	40	3	13	WM	1	0	face	real	14	1	0	0	12	9	3	0.75	1.09	0.745	1
524	48	3	14	WM	1	0	face	real	18	1	0	0	16	12	4	0.75	1.059	0.745	1
572	30	3	15	WM	1	0	face	catch	9	1	0	0	7	5	2	0.714	1.01	0.744	1
