onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	34	6	1	EM	2	0	scene	real	11	1	0	0	8	7	1	0.875	0.627	0.875	1
54	36	6	2	EM	2	0	face	real	12	1	0	0	9	7	2	0.778	0.846	0.824	1
90	44	6	3	EM	2	0	face	real	16	1	0	0	13	11	2	0.846	1.003	0.833	1
134	50	6	4	EM	2	0	face	real	19	1	0	0	16	11	5	0.688	0.95	0.783	1
184	46	6	5	EM	2	0	scene	real	17	1	0	0	14	13	1	0.929	0.829	0.817	1
230	54	6	6	EM	2	0	scene	real	21	1	0	0	18	16	2	0.889	0.908	0.833	1
284	28	6	7	EM	2	0	lexdec	catch	8	0	0	0	5	3	2	0.6	0.795	0.819	1
312	32	6	8	EM	2	0	lexdec	real	10	0	0	0	7	4	3	0.571	0.793	0.8	1
344	20	6	9	EM	2	0	face	catch	4	0	1	0	1	1	0	1	0.478	0.802	0.857
364	40	6	10	EM	2	0	lexdec	real	14	0	0	0	11	8	3	0.727	0.98	0.794	0.857
404	42	6	11	EM	2	0	face	real	15	1	0	0	12	7	5	0.583	0.93	0.772	0.875
446	48	6	12	EM	2	0	lexdec	real	18	0	0	0	15	9	6	0.6	0.897	0.752	0.875
494	38	6	13	EM	2	0	scene	real	13	1	0	0	10	8	2	0.8	0.838	0.755	0.889
532	52	6	14	EM	2	0	lexdec	real	20	0	0	0	17	15	2	0.882	0.873	0.769	0.889
584	18	6	15	EM	2	0	scene	catch	3	1	0	0	0	0	0	NaN	0.345	0.769	0.9
