onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	44	4	1	EM	2	0	scene	real	16	1	0	0	13	4	9	0.308	0.788	0.308	1
64	30	4	2	EM	2	0	face	catch	9	0	1	0	6	6	0	1	1.053	0.526	0.5
94	42	4	3	EM	2	0	scene	real	15	1	0	0	12	10	2	0.833	1.103	0.645	0.667
136	48	4	4	EM	2	0	face	real	18	1	0	0	15	4	11	0.267	0.654	0.522	0.75
184	22	4	5	EM	2	0	lexdec	catch	5	0	0	0	2	2	0	1	0.726	0.542	0.75
206	46	4	6	EM	2	0	lexdec	real	17	0	0	0	14	6	8	0.429	0.896	0.516	0.75
252	38	4	7	EM	2	0	lexdec	real	13	0	0	0	10	8	2	0.8	1.095	0.556	0.75
290	34	4	8	EM	2	0	lexdec	real	11	0	0	0	8	3	5	0.375	0.658	0.537	0.75
324	14	4	9	EM	2	0	scene	catch	1	1	0	0	0	0	0	NaN	0	0.537	0.8
338	40	4	10	EM	2	0	face	real	14	1	0	0	11	8	3	0.727	1.02	0.56	0.833
378	54	4	11	EM	2	0	lexdec	real	21	0	0	0	18	11	7	0.611	0.945	0.569	0.833
432	52	4	12	EM	2	0	face	real	20	1	0	0	17	7	10	0.412	0.875	0.548	0.857
484	36	4	13	EM	2	0	scene	real	12	0	1	0	9	3	6	0.333	0.996	0.533	0.75
520	32	4	14	EM	2	0	face	real	10	1	0	0	7	4	3	0.571	0.689	0.535	0.778
552	50	4	15	EM	2	0	scene	real	19	0	1	0	16	9	7	0.562	1.071	0.538	0.7
