onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	40	2	1	EM	2	0	scene	real	14	1	0	0	11	8	3	0.727	0.772	0.727	1
60	24	2	2	EM	2	0	scene	catch	6	1	0	0	3	2	1	0.667	0.837	0.714	1
84	34	2	3	EM	2	0	face	real	11	0	1	0	8	5	3	0.625	1.118	0.682	0.667
118	54	2	4	EM	2	0	face	real	21	1	0	0	18	10	8	0.556	0.9	0.625	0.75
172	44	2	5	EM	2	0	lexdec	real	16	0	0	0	13	11	2	0.846	1.004	0.679	0.75
216	32	2	6	EM	2	0	scene	real	10	1	0	0	7	6	1	0.857	0.987	0.7	0.8
248	26	2	7	EM	2	0	face	catch	7	1	0	0	4	4	0	1	0.776	0.719	0.833
274	16	2	8	EM	2	0	lexdec	catch	2	0	0	0	0	0	0	NaN	0	0.719	0.833
290	38	2	9	EM	2	0	face	real	13	1	0	0	10	7	3	0.7	0.961	0.716	0.857
328	48	2	10	EM	2	0	scene	real	18	1	0	0	15	10	5	0.667	0.913	0.708	0.875
376	46	2	11	EM	2	0	face	real	17	1	0	1	14	7	7	0.5	1.028	0.68	0.889
422	36	2	12	EM	2	0	lexdec	real	12	0	0	0	9	9	0	1	0.999	0.705	0.889
458	42	2	13	EM	2	0	lexdec	real	15	0	0	0	12	4	8	0.333	0.858	0.669	0.889
500	52	2	14	EM	2	0	scene	real	20	1	0	0	17	9	8	0.529	1.12	0.652	0.9
552	50	2	15	EM	2	0	lexdec	real	19	0	0	0	16	10	6	0.625	1.077	0.65	0.9
