onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	26	3	1	WM	1	0	lexdec	catch	7	0	0	0	5	5	0	1	1.1	1	0
46	48	3	2	WM	1	0	lexdec	real	18	0	0	0	16	16	0	1	1.168	1	0
94	52	3	3	WM	1	0	lexdec	real	20	0	0	0	18	15	3	0.833	0.979	0.923	0
146	38	3	4	WM	1	0	face	real	13	0	1	0	11	8	3	0.727	0.979	0.88	0
184	24	3	5	WM	1	0	face	catch	6	1	0	0	4	4	0	1	0.876	0.889	0.5
208	46	3	6	WM	1	0	face	real	17	1	0	0	15	9	6	0.6	0.988	0.826	0.667
254	54	3	7	WM	1	0	face	real	21	1	0	0	19	13	6	0.684	1.251	0.795	0.75
308	34	3	8	WM	1	0	face	real	11	0	1	0	9	2	7	0.222	0.931	0.742	0.6
342	32	3	9	WM	1	0	lexdec	real	10	0	0	0	8	8	0	1	1.105	0.762	0.6
374	50	3	10	WM	1	0	scene	real	19	1	0	0	17	14	3	0.824	1.17	0.77	0.667
424	16	3	11	WM	1	0	scene	catch	2	1	0	0	0	0	0	NaN	0	0.77	0.714
440	40	3	12	WM	1	0	lexdec	real	14	0	0	0	12	8	4	0.667	0.974	0.761	0.714
480	44	3	13	WM	1	0	scene	real	16	1	0	0	14	6	8	0.429	0.851	0.73	0.75
524	42	3	14	WM	1	0	scene	real	15	0	1	0	13	11	2	0.846	1.079	0.739	0.667
566	36	3	15	WM	1	0	scene	real	12	1	0	0	10	7	3	0.7	0.935	0.737	0.7
