onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	34	1	1	WM	1	0	scene	real	11	1	0	0	9	8	1	0.889	0.854	0.889	1
54	38	1	2	WM	1	0	scene	real	13	1	0	0	11	6	5	0.545	0.94	0.7	1
92	40	1	3	WM	1	0	face	real	14	1	0	0	12	9	3	0.75	0.889	0.719	1
132	14	1	4	WM	1	0	lexdec	catch	1	0	0	0	0	0	0	NaN	0	0.719	1
146	22	1	5	WM	1	0	scene	catch	5	1	0	0	3	2	1	0.667	0.667	0.714	1
168	44	1	6	WM	1	0	lexdec	real	16	0	0	0	14	12	2	0.857	0.784	0.755	1
212	42	1	7	WM	1	0	lexdec	real	15	0	0	0	13	11	2	0.846	0.885	0.774	1
254	48	1	8	WM	1	0	face	real	18	1	0	0	16	13	3	0.812	1.304	0.782	1
302	36	1	9	WM	1	0	lexdec	real	12	0	0	0	10	10	0	1	0.983	0.807	1
338	50	1	10	WM	1	0	lexdec	real	19	0	0	0	17	17	0	1	1.028	0.838	1
388	46	1	11	WM	1	0	scene	real	17	1	0	0	15	13	2	0.867	1.167	0.842	1
434	52	1	12	WM	1	0	face	real	20	1	0	0	18	12	6	0.667	1.23	0.819	1
486	32	1	13	WM	1	0	face	real	10	1	0	0	8	6	2	0.75	1	0.815	1
518	54	1	14	WM	1	0	scene	real	21	1	0	0	19	14	5	0.737	1.146	0.806	1
572	30	1	15	WM	1	0	face	catch	9	0	1	0	7	6	1	0.857	1.241	0.808	0.9
