filename	acq_time	block	cond
func/sub-20_task-wm_run-01_bold.nii.gz	08:50:41.665000	1	WM
func/sub-20_task-em_run-01_bold.nii.gz	09:01:28.715000	2	EM
func/sub-20_task-wm_run-02_bold.nii.gz	09:11:57.805000	3	WM
func/sub-20_task-em_run-02_bold.nii.gz	09:22:31.197500	4	EM
func/sub-20_task-wm_run-03_bold.nii.gz	09:33:6.087500	5	WM
func/sub-20_task-em_run-03_bold.nii.gz	09:43:37.627500	6	EM
anat/sub-20_T1w.nii.gz	08:33:6.142500	N/A	N/A
